"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",21061,"ESPERANZA Nº 2","Santa Fe","Nacional","2020","20","PICK-UP","68","TOYOTA","97","HILUX 4X4 D/C DX 2.4 TDI 6 M/T","1","Privado","Física","ESPERANZA","SANTA FE","Masculino","1959","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",21061,"ESPERANZA Nº 2","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","044","FIAT","866","ARGO DRIVE 1.3","1","Privado","Física","ESPERANZA","SANTA FE","Masculino","1963","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",21061,"ESPERANZA Nº 2","Santa Fe","Nacional","2020","20","PICK-UP","68","TOYOTA","92","HILUX 4X4 D/C SRX 2.8 TDI 6 A/T","1","Privado","Física","ESPERANZA","SANTA FE","Masculino","1957","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",21062,"CAÑADA DE GOMEZ Nº 2","Santa Fe","Protocolo 21","2020","04","RURAL 5 PUERTAS","047","FORD","B63","ECOSPORT TITANIUM 1.5L AT N","1","Privado","Física","CAÑADA DE GOMEZ","SANTA FE","Masculino","1964","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",21062,"CAÑADA DE GOMEZ Nº 2","Santa Fe","Nacional","2020","20","PICK-UP","53","VOLKSWAGEN","8D","AMAROK DC V6 EXTREME 3.0L 258 CV TDI 4X4 AT","1","Privado","Física","CAÑADA DE GOMEZ","SANTA FE","Masculino","1958","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",21062,"CAÑADA DE GOMEZ Nº 2","Santa Fe","Protocolo 21","2020","04","RURAL 5 PUERTAS","047","FORD","B61","ECOSPORT SE 1.5L MT N","1","Privado","Física","CAÑADA DE GOMEZ","SANTA FE","Femenino","1950","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",21062,"CAÑADA DE GOMEZ Nº 2","Santa Fe","Nacional","2020","22","FURGON","37","RENAULT","3K","KANGOO II EXPRESS EMOTION 5A 1.6 SCE","1","Privado","Física","CAÑADA DE GOMEZ","SANTA FE","Masculino","1965","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",21062,"CAÑADA DE GOMEZ Nº 2","Santa Fe","Nacional","2020","20","PICK-UP","68","TOYOTA","AC","HILUX 4X2 D/C SR 2.4 TDI 6 M/T","1","Privado","Física","CAÑADA DE GOMEZ","SANTA FE","Masculino","1959","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",21063,"CASILDA Nº 2","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","A13","YARIS XLS PACK 1.5 CVT","1","Privado","Física","CASILDA","SANTA FE","Masculino","1951","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",21063,"CASILDA Nº 2","Santa Fe","Protocolo 21","2019","05","SEDAN 5 PUERTAS","104","PEUGEOT","860","208 ACTIVE 1.6 115","1","Privado","Física","CASILDA","SANTA FE","Masculino","1954","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-27","2020-04-27",21063,"CASILDA Nº 2","Santa Fe","Nacional","2020","30","ACOPLADO","BL","OMBU","69","ATC4E960","1","Privado","Jurídica","CASILDA","SANTA FE","No aplica","2019","No aplica",100,"82",""
"INSCRIPCION INICIAL NACIONAL","2020-04-27","2020-04-27",21063,"CASILDA Nº 2","Santa Fe","Nacional","2020","30","ACOPLADO","19","SOLA Y BRUSA","CR","BARANDAS VOLCABLES 4 EJES","1","Privado","Física","CHABAS","SANTA FE","Femenino","1977","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-27","2020-04-27",21063,"CASILDA Nº 2","Santa Fe","Nacional","2020","30","ACOPLADO","19","SOLA Y BRUSA","CR","BARANDAS VOLCABLES 4 EJES","1","Privado","Física","LOS MOLINOS","SANTA FE","Masculino","1979","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",21063,"CASILDA Nº 2","Santa Fe","Nacional","2020","17","SEDAN 5 PUERTAS","34","PEUGEOT","NP","PARTNER PATAGONICA VTC PLUS 1.6 HDI 92","1","Privado","Jurídica","BIGAND","SANTA FE","No aplica","1974","No aplica",100,"82",""
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",21063,"CASILDA Nº 2","Santa Fe","Nacional","2020","22","FURGON","37","RENAULT","3B","KANGOO II EXPRESS CONFORT 1.6 SCE","1","Privado","Física","BIGAND","SANTA FE","Masculino","1994","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",21063,"CASILDA Nº 2","Santa Fe","Protocolo 21","2020","04","RURAL 5 PUERTAS","112","RENAULT","B03","CAPTUR LIFE 1.6","1","Privado","Física","CASILDA","SANTA FE","Masculino","1965","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",21063,"CASILDA Nº 2","Santa Fe","Importado","2019","04","RURAL 5 PUERTAS","G89","CHERY","051","TIGGO 2 - 1.5 LUXURY MT","1","Privado","Física","BIGAND","SANTA FE","Femenino","1978","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",21064,"SAN JORGE Nº 2","Santa Fe","Nacional","2020","31","SEMIRREMOLQUE","BL","OMBU","22","STC3E2+154","1","Privado","Física","MARIA SUSANA","SANTA FE","Femenino","1954","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",21064,"SAN JORGE Nº 2","Santa Fe","Protocolo 21","2020","02","SEDAN 4 PUERTAS","024","CHEVROLET","763","ONIX PLUS 1.2 LT MT","1","Privado","Física","EL TREBOL","SANTA FE","Femenino","1970","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",21064,"SAN JORGE Nº 2","Santa Fe","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","913","TORO RANCH 2.0 AT9 4WD","1","Privado","Física","EL TREBOL","SANTA FE","Masculino","1958","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",21064,"SAN JORGE Nº 2","Santa Fe","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Jurídica","EL TREBOL","SANTA FE","No aplica","1987","No aplica",100,"82",""
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",21064,"SAN JORGE Nº 2","Santa Fe","Nacional","2020","93","CHASIS CON CABINA DORMITORIO","67","IVECO","DY","170E30NLA31","1","Privado","Física","LOS CARDOS","SANTA FE","Masculino","1991","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",21065,"VILLA CONSTITUCION Nº 2","Santa Fe","Importado","2007","75","CAMION AUTOBOMBA","092","MERCEDES BENZ","C58","ATEGO 1325","1","Privado","Jurídica","VILLA CONSTITUCION","SANTA FE","No aplica","1981","No aplica",100,"82",""
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",21065,"VILLA CONSTITUCION Nº 2","Santa Fe","Nacional","2020","22","FURGON","37","RENAULT","3L","KANGOO II EXPRESS CONFORT 5A 1.6 SCE","1","Privado","Física","VILLA CONSTITUCION","SANTA FE","Masculino","1959","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",21065,"VILLA CONSTITUCION Nº 2","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","104","PEUGEOT","862","208 FELINE 1.6 115","1","Privado","Física","VILLA CONSTITUCION","SANTA FE","Masculino","1961","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",21066,"SANTA FE Nº 6","Santa Fe","Nacional","2020","20","PICK-UP","53","VOLKSWAGEN","7D","AMAROK DC TDI 140 CV M 4X2 EU5","1","Privado","Física","SANTA FE","SANTA FE","Masculino","1971","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",21066,"SANTA FE Nº 6","Santa Fe","Protocolo 21","2020","04","RURAL 5 PUERTAS","136","VOLKSWAGEN","697","T-CROSS COMFORTLINE 1.6 MSI 110CV","1","Privado","Física","SANTA FE","SANTA FE","Masculino","1965","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",21066,"SANTA FE Nº 6","Santa Fe","Nacional","2020","20","PICK-UP","68","TOYOTA","AU","HILUX 4X2 D/C SRX 2.8 TDI 6 M/T","1","Privado","Física","SANTA FE","SANTA FE","Masculino","1978","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",21066,"SANTA FE Nº 6","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","908","ETIOS X 1.5 6M/T","1","Privado","Física","SANTA FE","SANTA FE","Femenino","1963","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",21066,"SANTA FE Nº 6","Santa Fe","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","787","STRADA WORKING 1.4 8V","1","Privado","Física","NO INFORMADA","SANTA FE","Femenino","1961","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",21066,"SANTA FE Nº 6","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","102","NISSAN","720","KICKS SENSE MT","1","Privado","Física","SANTA FE","SANTA FE","Masculino","1971","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",21066,"SANTA FE Nº 6","Santa Fe","Protocolo 21","2020","02","SEDAN 4 PUERTAS","024","CHEVROLET","760","ONIX PLUS 1.4 MT JOY","1","Privado","Física","SANTA FE","SANTA FE","Masculino","1947","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",21066,"SANTA FE Nº 6","Santa Fe","Nacional","2020","20","PICK-UP","68","TOYOTA","AC","HILUX 4X2 D/C SR 2.4 TDI 6 M/T","1","Privado","Física","SANTA FE","SANTA FE","Femenino","1953","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",21066,"SANTA FE Nº 6","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","112","RENAULT","B45","SANDERO PH2 INTENS 1.6 CVT","1","Privado","Física","SANTA FE","SANTA FE","Masculino","1982","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",21067,"RECONQUISTA Nº 2","Santa Fe","Nacional","2020","17","SEDAN 5 PUERTAS","08","CHEVROLET","EX","CRUZE 5P 1.4T LT MT","1","Privado","Física","RECONQUISTA","SANTA FE","Masculino","1955","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",21067,"RECONQUISTA Nº 2","Santa Fe","Nacional","2020","20","PICK-UP","68","TOYOTA","AC","HILUX 4X2 D/C SR 2.4 TDI 6 M/T","1","Privado","Jurídica","RECONQUISTA","SANTA FE","No aplica","1971","No aplica",100,"82",""
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",21067,"RECONQUISTA Nº 2","Santa Fe","Nacional","2020","20","PICK-UP","AC","NISSAN","07","FRONTIER CD XE 2.3 D 4X4 MT","1","Privado","Física","AVELLANEDA","SANTA FE","Masculino","1986","ARGENTINA",50,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",21067,"RECONQUISTA Nº 2","Santa Fe","Protocolo 21","2020","02","SEDAN 4 PUERTAS","047","FORD","B46","KA SEDAN SE","1","Privado","Física","MALABRIGO","SANTA FE","Femenino","1967","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",21068,"ROSARIO Nº 17","Santa Fe","Nacional","2020","30","ACOPLADO","BL","OMBU","58","ABV4E960","1","Privado","Jurídica","FUNES","SANTA FE","No aplica","2018","No aplica",100,"82",""
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",21068,"ROSARIO Nº 17","Santa Fe","Nacional","2020","31","SEMIRREMOLQUE","BL","OMBU","17","SBV3E2+11450","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1956","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-27","2020-04-27",21068,"ROSARIO Nº 17","Santa Fe","Nacional","2020","31","SEMIRREMOLQUE","BL","OMBU","17","SBV3E2+11450","1","Privado","Física","ROSARIO","SANTA FE","Femenino","1956","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",21068,"ROSARIO Nº 17","Santa Fe","Nacional","2020","17","SEDAN 5 PUERTAS","37","RENAULT","3X","SANDERO PH2 STEPWAY ZEN 1.6","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1959","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",21068,"ROSARIO Nº 17","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","102","NISSAN","720","KICKS SENSE MT","1","Privado","Física","PEREZ","SANTA FE","Masculino","1977","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",21068,"ROSARIO Nº 17","Santa Fe","Protocolo 21","2019","05","SEDAN 5 PUERTAS","027","CITROEN","483","C3 VTI 115 AT6 URBAN TRAIL","1","Privado","Física","GRANADERO BAIGORRIA","SANTA FE","Femenino","1967","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",21068,"ROSARIO Nº 17","Santa Fe","Nacional","2020","20","PICK-UP","68","TOYOTA","93","HILUX 4X4 D/C SRX 2.8 TDI 6 M/T","1","Privado","Física","PEREZ","SANTA FE","Femenino","1988","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",21068,"ROSARIO Nº 17","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","044","FIAT","866","ARGO DRIVE 1.3","1","Privado","Física","FUNES","SANTA FE","Femenino","1985","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-30","2020-04-30",21068,"ROSARIO Nº 17","Santa Fe","Nacional","2020","12","SEDAN 4 PUERTAS","37","RENAULT","3S","LOGAN PH2 ZEN 1.6","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1970","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",21068,"ROSARIO Nº 17","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","044","FIAT","866","ARGO DRIVE 1.3","1","Privado","Física","GRANADERO BAIGORRIA","SANTA FE","Femenino","1964","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",21069,"RAFAELA Nº 2 (EX 5)","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","024","CHEVROLET","762","ONIX 1.2 MT","1","Privado","Física","RAFAELA","SANTA FE","Femenino","1991","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",21069,"RAFAELA Nº 2 (EX 5)","Santa Fe","Nacional","2020","20","PICK-UP","68","TOYOTA","AF","HILUX 4X2 C/S DX 2.4 TDI 6 M/T","1","Privado","Jurídica","RAFAELA","SANTA FE","No aplica","2004","No aplica",100,"82",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",21070,"ROSARIO Nº 18","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","044","FIAT","849","MOBI 1.0 8V EASY","1","Privado","Física","FUNES","SANTA FE","Masculino","1984","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-27","2020-04-27",21070,"ROSARIO Nº 18","Santa Fe","Nacional","2020","17","SEDAN 5 PUERTAS","80","HONDA","11","HR-V EXL CVT","1","Privado","Física","GRANADERO BAIGORRIA","SANTA FE","Masculino","1973","ARGENTINA",50,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",21070,"ROSARIO Nº 18","Santa Fe","Nacional","2020","20","PICK-UP","68","TOYOTA","95","HILUX 4X4 D/C SRV 2.8 TDI 6 M/T","1","Privado","Física","FUNES","SANTA FE","Masculino","1961","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-29","2020-04-29",21070,"ROSARIO Nº 18","Santa Fe","Nacional","2020","20","PICK-UP","AC","NISSAN","05","FRONTIER CD XE 2.3 D 4X2 MT","1","Privado","Física","FUNES","SANTA FE","Femenino","1959","ARGENTINA",50,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",21070,"ROSARIO Nº 18","Santa Fe","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","092","RENEGADE 1.8L SPORT","1","Privado","Física","PEREZ","SANTA FE","Femenino","1997","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",21070,"ROSARIO Nº 18","Santa Fe","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Física","ROSARIO","SANTA FE","Masculino","1959","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",21070,"ROSARIO Nº 18","Santa Fe","Protocolo 21","2019","82","PICK-UP CABINA DOBLE","024","CHEVROLET","584","S10 2.8TD 4X4 LTZ A/T","1","Privado","Física","IBARLUCEA","SANTA FE","Femenino","1957","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",21070,"ROSARIO Nº 18","Santa Fe","Nacional","2020","20","PICK-UP","68","TOYOTA","95","HILUX 4X4 D/C SRV 2.8 TDI 6 M/T","1","Privado","Física","FUNES","SANTA FE","Masculino","1972","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-27","2020-04-27",21071,"SANTO TOME","Santa Fe","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","902","TORO FREEDOM 1.8 16V 4X2 AT6","1","Privado","Física","SANTO TOME","SANTA FE","Masculino","1958","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",21071,"SANTO TOME","Santa Fe","Protocolo 21","2020","02","SEDAN 4 PUERTAS","130","TOYOTA","908","ETIOS X 1.5 6M/T","1","Privado","Física","SANTO TOME","SANTA FE","Masculino","1981","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-28","2020-04-28",21071,"SANTO TOME","Santa Fe","Nacional","2020","17","SEDAN 5 PUERTAS","80","HONDA","10","HR-V LX CVT","1","Privado","Física","SANTO TOME","SANTA FE","Masculino","1953","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",21071,"SANTO TOME","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","A16","YARIS S 1.5 CVT","1","Privado","Física","SANTO TOME","SANTA FE","Femenino","1977","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",21071,"SANTO TOME","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","024","CHEVROLET","758","ONIX JOY BLACK 1.4 MT","1","Privado","Física","SANTO TOME","SANTA FE","Femenino","1962","ARGENTINA",50,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-29","2020-04-29",21071,"SANTO TOME","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","112","RENAULT","A83","KWID ZEN 1.0","1","Privado","Física","SANTO TOME","SANTA FE","Femenino","1971","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",21071,"SANTO TOME","Santa Fe","Protocolo 21","2020","13","FURGON","112","RENAULT","949","NUEVO MASTER L1H1 AA","1","Privado","Física","SANTO TOME","SANTA FE","Masculino","1968","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-24","2020-04-24",21072,"RAFAELA Nº 5","Santa Fe","Protocolo 21","2020","04","RURAL 5 PUERTAS","136","VOLKSWAGEN","697","T-CROSS COMFORTLINE 1.6 MSI 110CV","1","Privado","Física","SUSANA","SANTA FE","Masculino","1945","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",21072,"RAFAELA Nº 5","Santa Fe","Nacional","2020","30","ACOPLADO","DZ","GROSS","88","BARANDA VOLCABLE 9.30 MTS (D2-D2)","1","Privado","Física","ESTACION CLUCELLAS","SANTA FE","Masculino","1989","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",21072,"RAFAELA Nº 5","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","911","ETIOS XLS 1.5 4A/T","1","Privado","Física","SUSANA","SANTA FE","Femenino","2020","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",21072,"RAFAELA Nº 5","Santa Fe","Importado","2020","15","TRANS.DE PASAJEROS","058","HYUNDAI","258","H-1","1","Privado","Física","PRESIDENTE ROCA","SANTA FE","Masculino","1974","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",21072,"RAFAELA Nº 5","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","024","CHEVROLET","772","ONIX 1.2 LT MT TECH ONSTAR","1","Privado","Física","ZENON PEREYRA","SANTA FE","Masculino","1979","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Nacional","2020","17","SEDAN 5 PUERTAS","34","PEUGEOT","NP","PARTNER PATAGONICA VTC PLUS 1.6 HDI 92","1","Privado","Física","VILLA GOBERNADOR GALVEZ","SANTA FE","Masculino","1953","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Nacional","2020","31","SEMIRREMOLQUE","BL","OMBU","15","SBVT3E2+1","1","Privado","Física","VILLA GOBERNADOR GALVEZ","SANTA FE","Masculino","1973","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-24","2020-04-24",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Nacional","2020","20","PICK-UP","AC","NISSAN","07","FRONTIER CD XE 2.3 D 4X4 MT","1","Privado","Jurídica","VILLA GOBERNADOR GALVEZ","SANTA FE","No aplica","2004","No aplica",100,"82",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-28","2020-04-28",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","027","CITROEN","537","C3 VTI 115 FEEL AM20.5","1","Privado","Física","VILLA GOBERNADOR GÁLVEZ","SANTA FE","Masculino","1978","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-22","2020-04-22",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Nacional","2020","26","CHASIS CON CABINA","29","MERCEDES BENZ","GE","ATEGO 1721 48","1","Privado","Jurídica","VILLA GOBERNADOR GALVEZ","SANTA FE","No aplica","2016","No aplica",100,"82",""
"INSCRIPCION INICIAL IMPORTADO","2020-04-30","2020-04-30",21073,"VILLA GOBERNADOR GÁLVEZ","Santa Fe","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","102","RENEGADE LONGITUDE 1.8L AT6 AUTOMATICO","1","Privado","Física","VILLA GOBERNADOR GALVEZ","SANTA FE","Femenino","1958","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",21074,"SANTA FE Nº 7","Santa Fe","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","099","COMPASS SPORT 2.4 MT6 FWD","1","Privado","Física","RECREO","SANTA FE","Femenino","1958","ARGENTINA",50,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",21074,"SANTA FE Nº 7","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","669","GOL TREND COMFORTLINE 1.6 GAS 101CV MQ","1","Privado","Física","MONTE VERA","SANTA FE","Femenino","1992","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-22","2020-04-22",21074,"SANTA FE Nº 7","Santa Fe","Protocolo 21","2020","04","RURAL 5 PUERTAS","151","JEEP","092","RENEGADE 1.8L SPORT","1","Privado","Física","SAN JOSE DEL RINCON","SANTA FE","Masculino","1979","ARGENTINA",50,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",21074,"SANTA FE Nº 7","Santa Fe","Protocolo 21","2020","05","SEDAN 5 PUERTAS","130","TOYOTA","908","ETIOS X 1.5 6M/T","1","Privado","Física","LLAMBI CAMPBELL","SANTA FE","Femenino","1992","ARGENTINA",50,"82","ARG"
"INSCRIPCION INICIAL IMPORTADO","2020-04-23","2020-04-23",21074,"SANTA FE Nº 7","Santa Fe","Protocolo 21","2020","82","PICK-UP CABINA DOBLE","044","FIAT","787","STRADA WORKING 1.4 8V","1","Privado","Física","SAN JOSE DEL RINCON","SANTA FE","Masculino","1953","ARGENTINA",100,"82","ARG"
"INSCRIPCION INICIAL NACIONAL","2020-04-23","2020-04-23",21074,"SANTA FE Nº 7","Santa Fe","Nacional","2020","17","SEDAN 5 PUERTAS","37","RENAULT","3X","SANDERO PH2 STEPWAY ZEN 1.6","1","Privado","Física","RECREO","SANTA FE","Femenino","1971","ARGENTINA",100,"82","ARG"
